      id  bayes.agn.agn_luminosity  bayes.agn.agn_luminosity_err   bayes.agn.beta  bayes.agn.beta_err  bayes.agn.fracAGN  bayes.agn.fracAGN_err  bayes.agn.fracAGN_dale2014  bayes.agn.fracAGN_dale2014_err   bayes.agn.gamma  bayes.agn.gamma_err  bayes.agn.luminosity  bayes.agn.luminosity_err  bayes.agn.opening_angle  bayes.agn.opening_angle_err  bayes.agn.psy  bayes.agn.psy_err  bayes.agn.r_ratio  bayes.agn.r_ratio_err  bayes.agn.scatt_luminosity  bayes.agn.scatt_luminosity_err  bayes.agn.tau  bayes.agn.tau_err  bayes.agn.therm_luminosity  bayes.agn.therm_luminosity_err  bayes.attenuation.B_B90  bayes.attenuation.B_B90_err  bayes.attenuation.E_BVs.nebular.continuum_old  bayes.attenuation.E_BVs.nebular.continuum_old_err  bayes.attenuation.E_BVs.nebular.continuum_young  bayes.attenuation.E_BVs.nebular.continuum_young_err  bayes.attenuation.E_BVs.nebular.lines_old  bayes.attenuation.E_BVs.nebular.lines_old_err  bayes.attenuation.E_BVs.nebular.lines_young  bayes.attenuation.E_BVs.nebular.lines_young_err  bayes.attenuation.E_BVs.stellar.old  bayes.attenuation.E_BVs.stellar.old_err  bayes.attenuation.E_BVs.stellar.young  bayes.attenuation.E_BVs.stellar.young_err  bayes.attenuation.FUV  bayes.attenuation.FUV_err  bayes.attenuation.V_B90  bayes.attenuation.V_B90_err  bayes.attenuation.ebvs_old_factor  bayes.attenuation.ebvs_old_factor_err  bayes.attenuation.nebular.continuum_old  bayes.attenuation.nebular.continuum_old_err  bayes.attenuation.nebular.continuum_young  bayes.attenuation.nebular.continuum_young_err  bayes.attenuation.nebular.lines_old  bayes.attenuation.nebular.lines_old_err  bayes.attenuation.nebular.lines_young  bayes.attenuation.nebular.lines_young_err  bayes.attenuation.powerlaw_slope  bayes.attenuation.powerlaw_slope_err  bayes.attenuation.stellar.old  bayes.attenuation.stellar.old_err  bayes.attenuation.stellar.young  bayes.attenuation.stellar.young_err  bayes.attenuation.uv_bump_amplitude  bayes.attenuation.uv_bump_amplitude_err  bayes.attenuation.uv_bump_wavelength  bayes.attenuation.uv_bump_wavelength_err  bayes.attenuation.uv_bump_width  bayes.attenuation.uv_bump_width_err  bayes.dust.alpha  bayes.dust.alpha_err  bayes.dust.luminosity  bayes.dust.luminosity_err  bayes.nebular.f_dust  bayes.nebular.f_dust_err  bayes.nebular.f_esc  bayes.nebular.f_esc_err  bayes.nebular.lines_width  bayes.nebular.lines_width_err  bayes.nebular.logU  bayes.nebular.logU_err  bayes.sfh.age  bayes.sfh.age_err  bayes.sfh.integrated  bayes.sfh.integrated_err      bayes.sfh.sfr  bayes.sfh.sfr_err  bayes.sfh.sfr100Myrs  bayes.sfh.sfr100Myrs_err  bayes.sfh.sfr10Myrs  bayes.sfh.sfr10Myrs_err  bayes.sfh.tau_main  bayes.sfh.tau_main_err  bayes.stellar.age_m_star  bayes.stellar.age_m_star_err  bayes.stellar.imf  bayes.stellar.imf_err  bayes.stellar.lum_ly  bayes.stellar.lum_ly_err  bayes.stellar.lum_ly_old  bayes.stellar.lum_ly_old_err  bayes.stellar.lum_ly_young  bayes.stellar.lum_ly_young_err  bayes.stellar.m_gas  bayes.stellar.m_gas_err  bayes.stellar.m_gas_old  bayes.stellar.m_gas_old_err  bayes.stellar.m_gas_young  bayes.stellar.m_gas_young_err  bayes.stellar.m_star  bayes.stellar.m_star_err  bayes.stellar.m_star_old  bayes.stellar.m_star_old_err  bayes.stellar.m_star_young  bayes.stellar.m_star_young_err  bayes.stellar.metallicity  bayes.stellar.metallicity_err  bayes.stellar.n_ly  bayes.stellar.n_ly_err  bayes.stellar.n_ly_old  bayes.stellar.n_ly_old_err  bayes.stellar.n_ly_young  bayes.stellar.n_ly_young_err  bayes.stellar.old_young_separation_age  bayes.stellar.old_young_separation_age_err  bayes.universe.age  bayes.universe.age_err  bayes.universe.luminosity_distance  bayes.universe.luminosity_distance_err  bayes.universe.redshift  bayes.universe.redshift_err  best.chi_square  best.reduced_chi_square  best.agn.agn_luminosity  best.agn.beta  best.agn.fracAGN  best.agn.fracAGN_dale2014  best.agn.gamma  best.agn.luminosity  best.agn.opening_angle  best.agn.psy  best.agn.r_ratio  best.agn.scatt_luminosity  best.agn.tau  best.agn.therm_luminosity  best.attenuation.B_B90  best.attenuation.E_BVs.nebular.continuum_old  best.attenuation.E_BVs.nebular.continuum_young  best.attenuation.E_BVs.nebular.lines_old  best.attenuation.E_BVs.nebular.lines_young  best.attenuation.E_BVs.stellar.old  best.attenuation.E_BVs.stellar.young  best.attenuation.FUV  best.attenuation.V_B90  best.attenuation.ebvs_old_factor  best.attenuation.nebular.continuum_old  best.attenuation.nebular.continuum_young  best.attenuation.nebular.lines_old  best.attenuation.nebular.lines_young  best.attenuation.powerlaw_slope  best.attenuation.stellar.old  best.attenuation.stellar.young  best.attenuation.uv_bump_amplitude  best.attenuation.uv_bump_wavelength  best.attenuation.uv_bump_width  best.dust.alpha  best.dust.luminosity  best.nebular.f_dust  best.nebular.f_esc  best.nebular.lines_width  best.nebular.logU  best.sfh.age  best.sfh.integrated       best.sfh.sfr  best.sfh.sfr100Myrs  best.sfh.sfr10Myrs  best.sfh.tau_main  best.stellar.age_m_star  best.stellar.imf  best.stellar.lum_ly  best.stellar.lum_ly_old  best.stellar.lum_ly_young  best.stellar.m_gas  best.stellar.m_gas_old  best.stellar.m_gas_young  best.stellar.m_star  best.stellar.m_star_old  best.stellar.m_star_young  best.stellar.metallicity  best.stellar.n_ly  best.stellar.n_ly_old  best.stellar.n_ly_young  best.stellar.old_young_separation_age  best.universe.age  best.universe.luminosity_distance  best.universe.redshift       best.FUV       best.NUV    best.UX_B90     best.B_B90     best.V_B90   best.J_2mass   best.H_2mass  best.Ks_2mass     best.IRAC1     best.IRAC2     best.IRAC3     best.IRAC4     best.IRAS1     best.MIPS1     best.IRAS2     best.IRAS3  best.PACS_blue     best.MIPS2     best.IRAS4  best.PACS_green     best.MIPS3  best.PACS_red       best.PSW       best.PMW       best.PLW 
 Sim_010         7.95080956725e+20             1.19811300919e+22  -0.854243767737      0.123264669805     0.203788618035        0.0554345858377                         0.0                             0.0   0.0438917136647       0.293013557367     2.99405471099e+22         1.41713388988e+22            121.779726439                21.2126488212           30.1              1.505      134.242211249           27.675082069           7.32542314153e+19               8.91852009914e+19  9.73551441344      1.43860372301           2.90722119218e+22               8.53879274194e+21          0.0625992273124             0.00312996136562                                          0.011                                            0.00055                                              0.1                                                0.005                                      0.011                                        0.00055                                          0.1                                            0.005                                0.011                                  0.00055                                    0.1                                      0.005         0.502212895762            0.0251106447881          0.0477639751281              0.0023881987564                               0.11                                 0.0055                        6.58169783074e+19                            4.68152666241e+18                          2.01658400053e+21                              4.93034161386e+20                    1.64413341766e+20                         1.1694633557e+19                      4.68510680094e+21                          1.14546069095e+21                               0.0                                   0.0              6.01778896801e+22                    3.008894484e+21                4.67829127915e+22                    1.14059947729e+22                                  0.0                                      0.0                                 217.5                                    10.875                             35.0                                 1.75     2.48500971269        0.124250485635      1.13892723593e+23          1.09542762376e+22                   0.0                       0.0                  0.0                      0.0                      300.0                           15.0                -2.0                     0.0  4084.88043521      403.182566762       0.0116861721832         0.000584308609158   6.6974950653e-14  1.64092092036e-14     7.28174177587e-14         1.64816509179e-14    6.74797263581e-14        1.64184347032e-14       521.220108803            100.79564169             3047.04744117                 214.955066572                0.0                    0.0     2.11775723017e+22         3.61756003724e+21         5.01004721422e+21             3.69788574984e+20           1.61675250875e+22               3.95237488106e+21     0.00328590778812        0.000164295389406         0.00328588518912            0.000164294259456          2.25990041695e-08              5.48021492933e-09      0.00840026439486         0.000420013219743          0.00839961219727             0.000419980609863           6.52197593754e-07               1.58703970384e-07                       0.02                          0.001    6.0375953729e+39       1.14342234503e+39        1.0777474081e+39           7.66595999406e+37          4.9598479648e+39             1.21263209531e+39                                    10.0                                         0.5       13753.6294693           687.681473465                   3.08567758131e+17                       1.54283879065e+16                      0.0                          0.0    140.456059652            5.85233581885        6.69218881536e+18           -1.0               0.2                        0.0             0.0    2.81850935327e+22                   140.0          30.1             150.0          5.39878330852e+19          10.0          2.81244135108e+22         0.0619957671066                                         0.011                                             0.1                                     0.011                                         0.1                               0.011                                   0.1        0.501057871494         0.0474863670423                              0.11                       6.72504083257e+19                         1.92770904571e+21                   1.67994105052e+20                     4.47862462359e+21                              0.0             6.11281750811e+22               4.47279007793e+22                                 0.0                                217.5                            35.0              2.5     1.12497654043e+23                  0.0                 0.0                     300.0               -2.0        4000.0      0.0118699544876  6.40158751504e-14    6.98898160413e-14   6.45227294427e-14              500.0            3001.79379901               0.0    2.05772480062e+22         5.1221692109e+21          1.54550787953e+22    0.00333476799122        0.00333474637861         2.16126088769e-08     0.00853518649623         0.00853456288218          6.23614049073e-07                      0.02  5.84247708848e+39      1.10121970243e+39        4.74125738605e+39                                   10.0      13753.6294693                  3.08567758131e+17                     0.0  3.13425905693  5.16146370824  33.3104484119  96.2361019624  177.762440566  483.965999293  584.175061124  463.153742813  229.162435028  152.830538231  120.685470219  118.373675269  104.504267808  103.463219201   111.32091364  931.422911393   1146.38855942  1168.88971754  1972.46870396    2000.79699932  2384.93663076  2412.03740912  1357.13813984  607.561949024  211.129314825 
 Sim_020         1.79361908071e+20             2.77024645298e+20  -0.856476586342      0.123619914037      0.24603077564         0.101789033925                         0.0                             0.0    0.121165945164       0.477127555335     9.96168182845e+22         4.19362881371e+22             122.82968094                22.8299686656           30.1              1.505      129.492809155          34.8581624084           2.24243141183e+20               1.16876732671e+20   9.3123652599      2.27546847573           9.92132132352e+22               4.17862248108e+22           0.102438025995              0.0390791158149                                0.0144814069887                                   0.00885417342752                                              0.1                                                0.005                            0.0144814069887                               0.00885417342752                                          0.1                                            0.005                      0.0144814069887                         0.00885417342752                                    0.1                                      0.005         0.552657937925            0.0546149172845          0.0732366629742              0.0330429462752                     0.144814069887                        0.0885417342752                        6.64240418752e+19                            4.68560264323e+19                          8.13814137307e+21                              8.78634693247e+20                    1.64451673031e+20                        1.13282485865e+20                        1.890725181e+22                          2.04132204549e+21                               0.0                                   0.0              8.44200395681e+22                  5.14249086607e+22                1.88504220319e+23                     2.0344478721e+22                                  0.0                                      0.0                                 217.5                                    10.875                             35.0                                 1.75     2.41363765032        0.169116579562      3.00200528785e+23          3.32675530892e+22                   0.0                       0.0                  0.0                      0.0                      300.0                           15.0                -2.0                     0.0  5111.58028292      399.184228434      0.00869897690677          0.00176694213642  2.70601451825e-13    2.922350302e-14     2.81735462304e-13         3.01290138833e-14    2.71590431543e-13        2.93038788459e-14       994.981839596           49.8387225771             3259.09215771                 334.067764846                0.0                    0.0     6.88926889219e+22         6.70450283826e+21         3.65075636691e+21             3.93002504365e+20            6.5241932555e+22               7.04375010326e+21     0.00244555887827        0.000531067566076         0.00244546809071             0.00053107629975          9.07875652258e-08              9.79151414325e-09      0.00625341802775          0.00123596180622          0.00625079291368               0.0012362144533           2.62511407059e-06               2.83246994282e-07                       0.02                          0.001   2.08310443266e+40       2.09199999049e+39       8.15045034773e+38           8.09624697349e+37         2.00159992918e+40             2.16102800278e+39                                    10.0                                         0.5       13753.6294693           687.681473465                   3.08567758131e+17                       1.54283879065e+16                      0.0                          0.0    49.0259456364            2.04274773485        1.49959159285e+20          -0.75               0.3                        0.0             0.0    1.23044154873e+23                   140.0          30.1             150.0          2.14237555311e+20          10.0          1.22679958158e+23         0.0872769111965                                         0.011                                             0.1                                     0.011                                         0.1                               0.011                                   0.1        0.531245335952         0.0603588188092                              0.11                       4.74204124614e+19                         8.40196393541e+21                   1.18458013133e+20                     1.95201877852e+22                              0.0             6.35536684752e+22               1.94611537082e+23                                 0.0                                217.5                            35.0              2.5     2.86253235703e+23                  0.0                 0.0                     300.0               -2.0        5000.0     0.00795090958982  2.79377732788e-13    2.90720309687e-13   2.80385834463e-13             1000.0            3149.34701327               0.0    7.08221361386e+22         3.4652358205e+21          6.73569003181e+22    0.00222302885811        0.00222293513248         9.37256208483e-08     0.00572788073094         0.00572517060098          2.71012995738e-06                      0.02  2.14413838941e+40      7.76505210896e+38        2.06648786832e+40                                   10.0      13753.6294693                  3.08567758131e+17                     0.0  12.4705282314  15.5789984061  38.0148224113  90.2627893684  144.475270668  341.110327818  406.302201945   322.73336623  162.962801881  112.525593571  123.602424137  191.525056547  195.884882061  285.936777966   307.71217729  3093.79409196     3653.079445  3720.95361902  5599.18904195    5661.62239229  6287.48518849  6359.15407119  3511.20210938  1565.37642292  543.347693753 
 Sim_030         3.16660010166e+19             9.73575058112e+20  -0.866285927207      0.124695889809    0.0222119796613        0.0499953320293                         0.0                             0.0    0.816513571256       0.983022243119     8.85389907609e+21         2.02011928924e+22            103.831980921                31.7730885576           30.1              1.505      82.0617885799          52.9607560608           2.14544834385e+19               5.44072721061e+19  5.41547934312      4.10689447164           8.80077859164e+21                2.0064482987e+22           0.201428929175              0.0100714464587                                0.0370127055631                                   0.00185063527816                                   0.100244530774                                     0.00698901706528                            0.0370127055631                               0.00185063527816                               0.100244530774                                 0.00698901706528                      0.0370127055631                         0.00185063527816                         0.100244530774                           0.00698901706528         0.692708035216            0.0346354017608            0.15703694978             0.00785184748902                      0.36985807178                         0.018492903589                         1.8350495244e+20                            9.17524762202e+18                          5.87027678498e+21                               3.0752669615e+20                     4.4743466416e+20                         2.2371733208e+19                      1.36363237481e+22                          6.93071639804e+20                               0.0                                   0.0              2.09342391441e+23                   1.0467119572e+22                 1.3595107742e+23                    6.83271870916e+21                                  0.0                                      0.0                                 217.5                                    10.875                             35.0                                 1.75     2.29758169133        0.114879084567      3.65431009011e+23          1.82715504505e+22                   0.0                       0.0                  0.0                      0.0                      300.0                           15.0                -2.0                     0.0  5980.50592994      299.025296497       0.0127469144373         0.000718398045657  1.95024203582e-13   9.7512101791e-15     2.03308485358e-13         1.01654242679e-14    1.95759259181e-13        9.78796295904e-15       998.532896901           49.9266448451             4052.28968319                 202.614484159                0.0                    0.0     5.15004775972e+22         2.57502387986e+21         4.47849140727e+21             2.23924570363e+20           4.70219861899e+22                2.3510993095e+21     0.00366732384824        0.000214883955417         0.00366725840602              0.0002148850937          6.54422140513e-08              3.27211070257e-09      0.00907959058853         0.000503618631353          0.00907769844008             0.000503649655264           1.89214844633e-06               9.46074223165e-08                       0.02                          0.001   1.54091192316e+40       7.70455961578e+38       9.82961610436e+38           4.91480805218e+37         1.44261576211e+40             7.21307881057e+38                                    10.0                                         0.5       13753.6294693           687.681473465                   3.08567758131e+17                       1.54283879065e+16                      0.0                          0.0    36.8018543386            1.53341059744        4.74772839252e+19          -0.75               0.1                        0.0             0.0    3.89559551021e+22                   140.0          30.1             150.0           6.7827915877e+19          10.0          3.88406499022e+22          0.201239453971                                         0.037                                             0.1                                     0.037                                         0.1                               0.037                                   0.1        0.692085998392          0.156915409344                              0.37                       1.76351008297e+20                         5.59641943703e+21                    4.2999820579e+20                     1.30020979828e+22                              0.0             2.00725367337e+23                1.2963561515e+23                                 0.0                                217.5                            35.0              2.5      3.4956584912e+23                  0.0                 0.0                     300.0               -2.0        6000.0      0.0122842916914  1.86080733711e-13     1.9396380617e-13   1.86780283962e-13             1000.0            4068.08527237               0.0    4.91710087518e+22        4.30550628071e+21          4.48655024711e+22    0.00353525989109        0.00353519745084         6.24402586384e-08     0.00874903179982         0.00874722643908          1.80536073814e-06                      0.02  1.47094030868e+40      9.44844036593e+38        1.37645590502e+40                                   10.0      13753.6294693                  3.08567758131e+17                     0.0  7.20509366987  9.44055001794    30.72691363  81.6947027686  145.880349862   411.78745768  502.512026268  402.328069323  204.071441643  137.658526602  143.306302366  223.526595732  229.416630393  222.255040994  243.606748758  2310.79647728   3025.81229539  3087.41645973     5726.40376    5823.38509103  7249.15319497  7331.39969601  4171.39880112  1872.01100968   650.96353762 
 Sim_040         9.86895214971e+19             8.13157383222e+20  -0.862923961538      0.124415309729    0.0834519464607          0.12427129521                         0.0                             0.0    0.635864500594       0.931345981938     4.30656316112e+22         6.38858803664e+22            108.781927127                30.8568707801           30.1              1.505      94.3354561953          53.2386084968           1.00251049152e+20               1.56526741494e+20  6.40919929142      4.08482486295           4.28666910406e+22               6.36198113946e+22            0.29601823381              0.0528846406112                                0.0568109777971                                    0.0110815308924                                   0.100318355322                                     0.00799502579902                            0.0568109777971                                0.0110815308924                               0.100318355322                                 0.00799502579902                      0.0568109777971                          0.0110815308924                         0.100318355322                           0.00799502579902         0.805582042723            0.0641361762921           0.235130874508              0.0436801337764                     0.567759587118                         0.111907530595                        2.61049315777e+20                            4.54421260133e+19                          5.83629509583e+21                              2.91814754791e+20                    6.25124989963e+20                        1.04452837732e+20                      1.35562314033e+22                          6.77811570164e+20                               0.0                                   0.0              3.07064172506e+23                  5.70577671355e+22                1.35148211529e+23                    6.75741057644e+21                                  0.0                                      0.0                                 217.5                                    10.875                             35.0                                 1.75     2.29124727186        0.131805854722      4.62491084839e+23          5.87707368513e+22                   0.0                       0.0                  0.0                      0.0                      300.0                           15.0                -2.0                     0.0  5985.04173263      299.252086632       0.0127536777072         0.000637683885361  1.93802479582e-13   9.6901239791e-15      2.0205672711e-13         1.01028363555e-14     1.9453478412e-13        9.72673920602e-15       997.628180905           49.8814090453             4057.76075674                 202.888037837                0.0                    0.0     5.12043710775e+22         2.56021855388e+21         4.47681106986e+21             2.23840553493e+20           4.67275600077e+22               2.33637800038e+21      0.0036696391419        0.000183481957095         0.00366957410873            0.000183478705436          6.50331706215e-08              3.25165853107e-09      0.00908403856479         0.000454201928239          0.00908215825204             0.000454107912602           1.88031275124e-06               9.40156375619e-08                       0.02                          0.001   1.53182611926e+40        7.6591305963e+38       9.82434437079e+38            4.9121721854e+37         1.43358267555e+40             7.16791337776e+38                                    10.0                                         0.5       13753.6294693           687.681473465                   3.08567758131e+17                       1.54283879065e+16                      0.0                          0.0    25.7323068901            1.07217945375        1.88084704569e+20          -0.75               0.3                        0.0             0.0    1.54326842245e+23                   140.0          30.1             150.0          2.68705209408e+20          10.0          1.53870052331e+23          0.201239453971                                         0.037                                             0.1                                     0.037                                         0.1                               0.037                                   0.1        0.692085998392          0.156915409344                              0.37                        1.8112559966e+20                         5.74793893308e+21                   4.41640133666e+20                     1.33541215143e+22                              0.0             2.06159878965e+23               1.33145416961e+23                                 0.0                                217.5                            35.0              2.5     3.59030122106e+23                  0.0                 0.0                     300.0               -2.0        6000.0      0.0126168810742    1.911187512e-13    1.99215252831e-13   1.91837241328e-13             1000.0            4068.08527237               0.0    5.05022825333e+22        4.42207512428e+21           4.6080207409e+22    0.00363097480367        0.00363091067288         6.41307889192e-08     0.00898590627004         0.00898405203031          1.85423973163e-06                      0.02  1.51076508178e+40      9.70425087815e+38          1.413722573e+40                                   10.0      13753.6294693                  3.08567758131e+17                     0.0  7.40016699741    9.696146904  31.5588252694  83.9065348754  149.829967531  422.936341136   516.11722013  413.220917392  209.803042866  143.520503483  156.839203848  240.303256523  243.474529458  358.621288158  382.975640381  3839.24016387   4571.97979988  4648.11614796  6960.20601431    7022.01066006  7882.08286243  7973.08064743  4403.25356103   1962.7659815  680.846511253 
 Sim_050         8.95197912077e+18             8.48085611077e+20  -0.874845599377      0.124999904642    0.0054275560506        0.0381916434795                         0.0                             0.0    0.978462961194        0.99976805108     3.76387214803e+21         2.66139360928e+22            100.650975382                32.7002284191           30.1              1.505      71.3747802287          50.6377452624           8.06189653221e+18               6.13184963243e+19  4.51978391467       3.9131120007           3.74685827238e+21               2.64938463089e+22            0.44671033345              0.0223355166725                                0.0884342466298                                   0.00442171233149                                   0.100412407712                                      0.0124299251061                            0.0884342466298                               0.00442171233149                               0.100412407712                                  0.0124299251061                      0.0884342466298                         0.00442171233149                         0.100412407712                            0.0124299251061         0.969594970569            0.0484797485285           0.359777665342              0.0179888832671                     0.883888593035                        0.0455792255804                        3.94052136874e+20                            3.00578714601e+19                          6.58445977061e+21                              6.49276115351e+20                    9.22604919837e+20                        6.93412714074e+19                      1.52933778204e+22                          1.44078215078e+21                               0.0                                   0.0              4.94915171987e+23                  2.47457585993e+22                1.52483448779e+23                    1.40395648053e+22                                  0.0                                      0.0                                 217.5                                    10.875                             35.0                                 1.75     2.00502644349        0.100251322174      6.70593115413e+23          3.35296557707e+22                   0.0                       0.0                  0.0                      0.0                      300.0                           15.0                -2.0                     0.0  5636.66810938       941.72139204       0.0131822734298          0.00217604872579  2.18587348571e-13  1.79331312316e-14      2.2896419385e-13         1.97476115054e-14    2.19503521487e-13        1.80702226362e-14       945.373553971           155.978121571             3813.00487417                 646.281222695                0.0                    0.0     5.75181655723e+22         4.07732323102e+21          4.8078449192e+21             3.13916156646e+20           5.27103206531e+22               4.32904326774e+21     0.00377434473076        0.000674089374686         0.00377427133602            0.000674093459383          7.33947450906e-08              6.05250264755e-09      0.00940792869841          0.00150207832282           0.0094058070601              0.00150219765203           2.12163830412e-06               1.74649701123e-07                       0.02                          0.001   1.72265608559e+40       1.27534453986e+39       1.05534891256e+39           6.76708887026e+37         1.61712119433e+40             1.32805574156e+39                                    10.0                                         0.5       13753.6294693           687.681473465                   3.08567758131e+17                       1.54283879065e+16                      0.0                          0.0    23.5417976266           0.980908234443        5.02210017885e+19           -1.0               0.3                        0.0             0.0    2.11512805715e+23                   140.0          30.1             150.0          4.05147424368e+20          10.0          2.11057437289e+23          0.325546471963                                         0.063                                             0.1                                     0.063                                         0.1                               0.063                                   0.1        0.840124055412          0.259522146657                              0.63                       2.85173623675e+20                         5.82587858753e+21                   6.80442731021e+20                     1.35351978319e+22                              0.0             3.37189847621e+23                1.3495081328e+23                                 0.0                                217.5                            35.0             2.25     4.92467353675e+23                  0.0                 0.0                     300.0               -2.0        6000.0      0.0127879607191   1.9371024175e-13    2.01916528566e-13   1.94438474305e-13             1000.0            4068.08527237               0.0    5.11870724198e+22        4.48203661851e+21          4.67050358013e+22    0.00368020930751        0.00368014430714         6.50003756678e-08     0.00910775141101         0.00910587202857          1.87938244899e-06                      0.02  1.53125042615e+40      9.83583647238e+38        1.43289206142e+40                                   10.0      13753.6294693                  3.08567758131e+17                     0.0   6.5444873715  8.65992047514  28.1562699749  75.8441817577   138.16730877  415.056033527  513.278003039  415.016514568  213.977779428  147.015131132  172.787318321  284.295600337  297.441602692  606.830462942  631.209838118    5604.565244   6615.08205015  6712.78371377  9445.76961434    9501.08444325  9572.36951539  9674.83866143  4987.61326086  2174.04864452  748.521890271 
 Sim_060         6.14812017818e+20             3.82421688116e+21  -0.882100489738      0.124798169239     0.167482261669          0.11520779168                         0.0                             0.0    0.137800743468        0.50656928651     1.37989687409e+23         9.77999055525e+22            124.570413714                22.6270030361           30.1              1.505      115.458208024          39.9507569803           3.33831497833e+20               2.57876990182e+20  8.93781194544      2.47934743602           1.37041043894e+23               9.75406529272e+22           0.430235162049              0.0440458546894                                0.0847960106734                                   0.00981601991864                                   0.106205683893                                       0.049580052426                            0.0847960106734                               0.00981601991864                               0.106205683893                                   0.049580052426                      0.0847960106734                         0.00981601991864                         0.106205683893                             0.049580052426         0.960567236829            0.0760260471661           0.345907855294              0.0370578921498                     0.841114046298                         0.128963713716                        3.92889243581e+20                            4.93536047925e+19                          6.65622372075e+21                              1.57993988487e+21                    9.21688251161e+20                        1.10928119977e+20                      1.54005996118e+22                          3.17475751726e+21                               0.0                                   0.0               4.8189051336e+23                  6.23448542333e+22                1.53178906563e+23                    2.87695270947e+22                                  0.0                                      0.0                                 217.5                                    10.875                             35.0                                 1.75     2.03847183819         0.10192359191       6.5844082075e+23           6.8152845761e+22                   0.0                       0.0                  0.0                      0.0                      300.0                           15.0                -2.0                     0.0  5950.42166517      333.530327038       0.0140010960768          0.00110352810121  2.16597838674e-13  1.75582098712e-14     2.25876743861e-13         1.84058701919e-14    2.17420816341e-13        1.76304416492e-14       994.658520308           51.4274080684             4030.23440825                 240.067809715                0.0                    0.0      5.7161215011e+22         4.25216638853e+21         4.93713719983e+21             2.61456964034e+20           5.22240778112e+22               4.23388324321e+21     0.00402632933423        0.000332848022836         0.00402625664951            0.000332849603591          7.26847233406e-08               5.8948780144e-09      0.00997476674195         0.000770954426172          0.00997266522065             0.000770995102338           2.10152129492e-06               1.70409383809e-07                       0.02                          0.001   1.71058786429e+40       1.30438917951e+39       1.08374752812e+39           5.63896524731e+37         1.60221311148e+40             1.29893176216e+39                                    10.0                                         0.5       13753.6294693           687.681473465                   3.08567758131e+17                       1.54283879065e+16                      0.0                          0.0    21.0895263014           0.878730262556        3.95460502098e+19           -1.0               0.2                        0.0             0.0    1.66553747176e+23                   140.0          30.1             150.0          3.19029485989e+20          10.0           1.6619517164e+23          0.449063728391                                         0.089                                             0.1                                     0.089                                         0.1                               0.089                                   0.1        0.971960305907          0.361825412761                              0.89                       4.03327992889e+20                         6.36827856535e+21                   9.44040109475e+20                     1.47953495659e+22                              0.0             4.94754708908e+23               1.47514981419e+23                                 0.0                                217.5                            35.0              2.0      6.6478068656e+23                  0.0                 0.0                     300.0               -2.0        6000.0      0.0139785433078   2.1174502041e-13    2.20715327574e-13   2.12541052751e-13             1000.0            4068.08527237               0.0    5.59526827098e+22        4.89932244517e+21          5.10533602646e+22    0.00402284354143        0.00402277248941         7.10520298159e-08     0.00995569976577         0.00995364540937           2.0543564007e-06                      0.02  1.67381264826e+40      1.07515708812e+39        1.56629693945e+40                                   10.0      13753.6294693                  3.08567758131e+17                     0.0  6.33580497359  8.41828313574  27.1510691907  73.9905059783  137.449966792  439.294900058  550.516811327   449.37347615   233.73238683   159.66384637  183.484927877  303.269715396  324.953193228  794.094198445  818.124324359   7129.6702303   8459.59416596  8569.35046842  11289.4454063    11320.3547241  10047.3627995  10148.9000874  4814.55074089  2043.05236448  698.432915436 
